DW_OrderID,Sale Date,Quantity, Amount , Total_Discount ,DW_CustomerID
107027-497,03/03/2021,1, $16.99 , $-   ,37602
107027-498,04/01/2023,1, $8.99 , $-   ,3381
107027-499,06/11/2022,1, $8.99 , $-   ,35634
107027-500,06/12/2023,1, $8.99 , $-   ,14700
107027-501,17/05/2023,1, $8.99 , $-   ,14285
107027-502,08/10/2022,1, $9.50 , $-   ,19331
107027-503,23/04/2023,1, $9.50 , $-   ,30926
107027-504,06/05/2022,1, $9.50 , $-   ,13878
107027-505,01/12/2022,1, $9.50 , $-   ,2371
107027-506,22/06/2022,1, $9.50 , $-   ,2200
107027-507,20/12/2023,1, $8.99 , $-   ,18536
107027-508,20/05/2021,1, $8.99 , $-   ,53293
107027-509,17/07/2023,1, $21.50 , $-   ,35950
107027-510,16/05/2022,1, $8.99 , $-   ,28537
107027-511,25/07/2022,1, $20.43 , $1.08 ,46868
107027-512,09/09/2021,1, $21.50 , $-   ,18852
107027-513,25/09/2023,1, $8.99 , $-   ,31812
107027-514,22/06/2022,2, $43.00 , $-   ,52151
107027-515,25/05/2022,1, $20.43 , $1.08 ,12625
107027-516,06/11/2023,1, $21.50 , $-   ,26508
107027-517,04/09/2023,1, $21.50 , $-   ,33466
107027-518,02/09/2023,1, $21.50 , $-   ,14343
107027-519,06/06/2023,1, $8.99 , $-   ,16312
107027-520,28/07/2021,1, $21.50 , $-   ,35954
107027-521,06/06/2021,1, $8.99 , $-   ,28032
107027-522,08/11/2022,1, $21.50 , $-   ,8820
107027-523,21/08/2021,1, $8.99 , $-   ,53087
107027-524,12/03/2021,1, $21.50 , $-   ,16790
107027-525,10/10/2021,1, $21.50 , $-   ,19387
107027-526,09/10/2021,1, $8.99 , $-   ,24571
107027-527,24/03/2023,1, $11.99 , $-   ,26966
107027-528,01/07/2023,1, $18.50 , $-   ,708
107027-529,24/12/2021,1, $11.99 , $-   ,4172
107027-530,12/02/2023,6, $53.50 , $0.95 ,8361
107027-531,24/08/2023,2, $27.49 , $-   ,15285
107027-532,13/12/2023,2, $18.49 , $-   ,39367
107027-533,28/12/2023,3, $27.55 , $0.95 ,33348
107028-534,20/01/2021,1, $5.99 , $-   ,30990
107028-535,17/06/2023,1, $7.99 , $-   ,53147
107028-536,08/11/2022,1, $6.99 , $-   ,2987
107028-537,29/03/2023,1, $7.99 , $-   ,40755
107028-538,02/07/2023,1, $6.99 , $-   ,43707
107028-539,06/08/2022,1, $10.63 , $1.88 ,52718
107028-540,29/03/2022,1, $22.99 , $-   ,27883
107028-541,23/12/2023,1, $22.99 , $-   ,10241
107028-542,15/09/2021,1, $8.99 , $-   ,33938
107028-543,09/11/2023,1, $8.99 , $-   ,43836
107028-544,19/10/2021,1, $8.55 , $0.95 ,3734
107028-545,20/09/2022,1, $9.50 , $-   ,1744
107028-546,25/05/2022,1, $9.50 , $-   ,48235
107028-547,22/06/2023,1, $9.50 , $-   ,37381
107028-548,09/04/2023,2, $19.00 , $-   ,39959
107028-549,31/01/2021,1, $8.55 , $0.95 ,20488
107028-550,25/02/2022,1, $9.50 , $-   ,27601
107028-551,28/04/2021,1, $9.50 , $-   ,26861
107028-552,13/06/2023,1, $8.55 , $0.95 ,29828
107028-553,15/03/2023,1, $9.50 , $-   ,48937
107028-554,16/10/2021,1, $8.55 , $0.95 ,46913
107028-555,18/06/2023,1, $8.55 , $0.95 ,31596
107028-556,22/04/2023,1, $9.50 , $-   ,52458
107028-557,23/03/2021,1, $9.50 , $-   ,44707
107028-558,16/10/2022,1, $8.99 , $-   ,46305
107028-559,13/05/2022,1, $8.99 , $-   ,18934
107028-560,13/02/2022,1, $8.99 , $-   ,16936
107028-561,27/10/2023,1, $21.50 , $-   ,39442
107028-562,23/03/2021,1, $21.50 , $-   ,39605
107028-563,10/10/2021,1, $8.99 , $-   ,19218
107028-564,26/08/2021,1, $8.99 , $-   ,41555
107028-565,27/04/2022,2, $40.85 , $2.15 ,23273
107028-566,12/07/2021,1, $8.99 , $-   ,43656
107028-567,20/01/2021,1, $21.50 , $-   ,37493
107028-568,18/11/2022,1, $8.99 , $-   ,29570
107028-569,08/04/2023,1, $8.99 , $-   ,39394
107028-570,06/07/2023,1, $8.99 , $-   ,29713
107028-571,05/11/2021,1, $8.99 , $-   ,16204
107028-572,28/05/2021,1, $21.50 , $-   ,22137
107028-573,24/04/2022,1, $11.99 , $-   ,51326
107028-574,22/07/2022,1, $11.99 , $-   ,29997
107028-575,08/02/2021,1, $11.99 , $-   ,49971
107028-576,10/11/2021,4, $35.96 , $-   ,48875
107028-577,26/07/2023,2, $17.98 , $-   ,2322
107028-578,23/09/2023,2, $14.98 , $-   ,13813
107028-579,05/12/2021,3, $34.35 , $5.13 ,25402
107028-580,08/06/2023,2, $17.98 , $-   ,42258
107028-581,16/01/2022,2, $22.00 , $-   ,36810
107029-582,07/10/2023,1, $8.99 , $-   ,2708
107029-583,13/02/2021,1, $8.99 , $-   ,49921
107029-584,09/08/2021,1, $7.99 , $-   ,28210
107029-585,16/09/2022,1, $5.99 , $-   ,49393
107029-586,03/02/2023,1, $7.99 , $-   ,5967
107029-587,04/03/2022,1, $6.99 , $-   ,31778
107029-588,17/12/2022,1, $5.99 , $-   ,52885
107029-589,27/05/2021,1, $23.99 , $-   ,52405
107029-590,27/11/2023,1, $27.99 , $-   ,29452
107029-591,15/03/2023,1, $27.99 , $-   ,7868
107029-592,21/09/2023,1, $10.63 , $1.88 ,39146
107029-593,02/09/2023,1, $12.50 , $-   ,10063
107029-594,07/11/2023,2, $33.98 , $-   ,3859
107029-595,20/01/2022,1, $8.99 , $-   ,32878
107029-596,09/07/2021,2, $17.98 , $-   ,44421
107029-597,20/05/2023,1, $8.99 , $-   ,45690
107029-598,29/03/2022,1, $8.99 , $-   ,28438
107029-599,16/09/2021,1, $8.99 , $-   ,14024
107029-600,08/04/2023,2, $17.98 , $-   ,23678
107029-601,19/10/2022,1, $22.99 , $-   ,27675
107029-602,25/04/2022,1, $8.99 , $-   ,51435
107029-603,01/07/2022,1, $8.99 , $-   ,51601
107029-604,25/05/2023,1, $22.99 , $-   ,9195
107029-605,10/06/2022,1, $8.99 , $-   ,52542
107029-606,25/02/2023,1, $8.99 , $-   ,26622
107029-607,12/02/2021,1, $15.99 , $-   ,42490
107029-608,19/07/2021,2, $31.98 , $-   ,34534
107029-609,02/07/2023,1, $8.55 , $0.95 ,36939
107029-610,13/05/2021,1, $9.50 , $-   ,38305
107029-611,12/11/2023,2, $19.00 , $-   ,8259
107029-612,05/03/2022,1, $9.50 , $-   ,5216
107029-613,02/11/2021,1, $9.50 , $-   ,46744
107029-614,22/04/2022,1, $9.50 , $-   ,22138
107029-615,04/07/2022,1, $9.50 , $-   ,25640
107029-616,26/07/2022,2, $17.98 , $-   ,44349
107029-617,21/07/2022,1, $8.99 , $-   ,42221
107029-618,17/07/2021,1, $21.50 , $-   ,22157
107029-619,09/12/2023,1, $21.50 , $-   ,49587
107029-620,13/02/2021,1, $8.99 , $-   ,26515
107029-621,23/11/2021,1, $21.50 , $-   ,8405
107029-622,26/09/2022,1, $21.50 , $-   ,9532
107029-623,21/03/2021,1, $21.50 , $-   ,33674
107029-624,02/08/2023,1, $21.50 , $-   ,32789
107029-625,12/04/2022,1, $21.50 , $-   ,27163
107029-626,31/10/2021,1, $8.99 , $-   ,32868
107029-627,04/04/2022,1, $8.99 , $-   ,38905
107029-628,19/11/2023,1, $8.99 , $-   ,47898
107029-629,28/07/2022,1, $21.50 , $-   ,43260
107029-630,05/10/2021,1, $8.99 , $-   ,13008
107029-631,21/03/2021,1, $8.99 , $-   ,52712
107029-633,27/10/2023,1, $11.99 , $-   ,52724
107029-634,23/12/2022,1, $11.99 , $-   ,23768
107029-635,25/04/2022,1, $18.50 , $-   ,47738
107029-636,21/10/2022,1, $21.50 , $-   ,40914
107029-637,11/09/2022,3, $37.48 , $-   ,33330
107029-638,31/05/2023,3, $42.99 , $-   ,37649
107029-639,28/09/2021,2, $30.49 , $-   ,36742
107029-640,21/10/2023,3, $26.53 , $0.95 ,34692
107029-641,09/02/2021,2, $17.98 , $-   ,5666
107029-642,22/02/2022,2, $18.49 , $-   ,14600
107030-643,01/03/2023,1, $5.99 , $-   ,18423
107030-644,02/07/2023,1, $5.99 , $-   ,22846
107030-645,03/02/2022,1, $5.99 , $-   ,52327
107030-646,05/01/2022,1, $5.99 , $-   ,7693
107030-647,18/02/2022,1, $5.99 , $-   ,51573
107030-648,20/02/2023,1, $5.99 , $-   ,5051
107030-649,25/03/2021,1, $5.99 , $-   ,50034
107030-650,25/03/2023,1, $5.99 , $-   ,49814
107030-651,10/09/2022,1, $7.99 , $-   ,25228
107030-652,19/10/2022,1, $7.99 , $-   ,52809
107030-653,23/08/2021,1, $6.99 , $-   ,52612
107030-654,20/10/2021,1, $6.99 , $-   ,51313
107030-655,31/08/2023,1, $7.99 , $-   ,7996
107030-656,02/03/2021,1, $8.99 , $-   ,30109
107030-657,07/10/2022,1, $5.99 , $-   ,20406
107030-658,10/01/2022,1, $7.99 , $-   ,42092
107030-659,05/09/2021,1, $8.99 , $-   ,17024
107030-660,09/10/2023,1, $12.50 , $-   ,8962
107030-661,24/06/2022,1, $23.99 , $-   ,3173
107030-662,13/08/2021,1, $12.50 , $-   ,35683
107030-663,23/04/2023,1, $12.50 , $-   ,23136
107030-664,29/05/2022,1, $35.84 , $-   ,42914
107030-665,18/10/2021,1, $13.46 , $-   ,41718
107030-666,26/03/2021,1, $35.84 , $-   ,21767
107030-667,20/09/2021,1, $10.63 , $1.88 ,782
107030-668,01/08/2022,1, $12.50 , $-   ,8029
107030-669,02/11/2022,1, $12.50 , $-   ,41051
107030-670,30/04/2022,1, $27.99 , $-   ,38210
107030-671,20/12/2022,1, $12.50 , $-   ,38512
107030-672,21/01/2023,1, $23.99 , $-   ,52741
107030-673,18/01/2023,1, $10.63 , $1.88 ,9379
107030-674,25/05/2021,1, $12.50 , $-   ,25073
107030-675,22/09/2021,1, $8.99 , $-   ,5864
107030-676,07/10/2023,2, $45.98 , $-   ,7747
107030-677,12/12/2023,1, $8.99 , $-   ,36097
107030-678,08/01/2022,1, $8.99 , $-   ,40960
107030-679,23/06/2022,1, $8.99 , $-   ,7362
107030-680,10/01/2023,1, $8.99 , $-   ,9062
107030-681,11/08/2023,1, $22.99 , $-   ,48918
107030-682,11/05/2022,1, $8.99 , $-   ,31491
107030-683,11/05/2023,1, $8.99 , $-   ,29861
107030-684,14/11/2023,1, $8.99 , $-   ,14708
107030-685,12/08/2022,1, $8.99 , $-   ,23927
107030-686,27/09/2023,1, $8.99 , $-   ,2589
107030-687,12/07/2022,2, $17.98 , $-   ,9105
107030-688,04/01/2021,2, $17.98 , $-   ,50382
107030-689,10/11/2023,1, $8.99 , $-   ,47656
107030-690,18/09/2021,1, $8.99 , $-   ,2477
107030-691,12/06/2021,1, $8.99 , $-   ,14979
107030-692,22/07/2021,1, $8.99 , $-   ,52807
107030-693,10/12/2022,1, $8.99 , $-   ,2274
107030-694,02/04/2021,1, $23.99 , $-   ,38978
107030-695,14/03/2022,1, $23.99 , $-   ,7388
107030-696,29/03/2022,1, $9.50 , $-   ,30199
107030-697,04/10/2023,2, $19.00 , $-   ,13248
107030-698,07/07/2021,1, $8.55 , $0.95 ,9800
107030-699,15/09/2022,1, $8.55 , $0.95 ,11752
107030-700,11/07/2023,1, $8.55 , $0.95 ,16112
107030-701,24/04/2023,2, $19.00 , $-   ,52018
107030-702,01/09/2023,1, $9.50 , $-   ,52045
107030-703,16/08/2023,1, $8.99 , $-   ,1403
107030-704,13/09/2022,1, $8.99 , $-   ,52231
107030-705,15/02/2021,1, $8.99 , $-   ,40063
107030-706,30/10/2022,1, $8.99 , $-   ,35447
107030-707,03/01/2023,1, $12.50 , $-   ,42333
107030-708,02/07/2023,1, $8.99 , $-   ,6876
107030-709,27/03/2021,1, $8.99 , $-   ,6257
107030-710,30/01/2022,1, $8.99 , $-   ,29472
107030-711,25/03/2023,1, $21.50 , $-   ,4447
107030-712,14/03/2023,1, $21.50 , $-   ,6622
107030-713,18/12/2022,1, $8.99 , $-   ,24719
107030-714,11/05/2022,1, $8.99 , $-   ,22444
107030-715,03/09/2023,1, $21.50 , $-   ,19523
107030-716,08/07/2021,1, $8.99 , $-   ,34446
107030-717,07/12/2022,1, $8.99 , $-   ,50515
107030-718,15/08/2021,1, $8.99 , $-   ,38343
107030-719,19/03/2022,2, $17.98 , $-   ,28663
107030-720,18/02/2021,1, $8.99 , $-   ,22370
107030-721,23/05/2023,1, $21.50 , $-   ,21730
107030-722,11/02/2022,1, $21.50 , $-   ,34209
107030-723,23/11/2021,1, $8.99 , $-   ,24688
107030-724,04/12/2021,1, $8.99 , $-   ,16717
107030-725,17/11/2023,1, $8.99 , $-   ,32625
107030-726,09/07/2021,1, $8.99 , $-   ,1369
107030-727,09/10/2021,1, $8.99 , $-   ,17620
107030-728,25/07/2023,1, $21.50 , $-   ,821
107030-729,14/07/2022,1, $21.50 , $-   ,42934
107030-730,13/09/2022,1, $8.99 , $-   ,39201
107030-731,18/11/2022,1, $8.99 , $-   ,2447
107030-732,07/02/2023,1, $8.99 , $-   ,20496
107030-733,17/02/2023,1, $20.43 , $1.08 ,28410
107030-734,13/09/2022,1, $8.99 , $-   ,10758
107030-735,02/10/2023,1, $8.99 , $-   ,44801
107030-736,07/06/2021,1, $21.50 , $-   ,29967
107030-737,15/07/2023,1, $8.99 , $-   ,14957
107030-738,01/06/2022,1, $12.50 , $-   ,52976
107030-739,08/06/2021,1, $8.99 , $-   ,48019
107030-740,17/10/2022,1, $8.99 , $-   ,23305
107030-741,18/05/2021,2, $37.00 , $-   ,40520
107030-742,18/04/2023,1, $11.99 , $-   ,16497
107030-743,29/10/2021,1, $11.99 , $-   ,48643
107030-744,14/01/2022,1, $11.99 , $-   ,35279
107030-745,23/11/2023,2, $37.00 , $-   ,9850
107030-746,20/03/2022,1, $11.99 , $-   ,28677
107030-747,18/05/2022,5, $43.95 , $-   ,24488
107030-748,29/12/2023,3, $26.97 , $-   ,46293
107030-749,06/08/2023,3, $26.97 , $-   ,6921
107030-750,20/05/2022,3, $26.53 , $0.95 ,49793
107030-751,20/10/2022,3, $46.84 , $2.15 ,3080
107030-752,25/01/2023,1, $8.99 , $-   ,15140
107030-753,19/05/2023,3, $51.99 , $-   ,53298
107030-754,16/07/2022,2, $17.98 , $-   ,25325
107030-755,21/05/2023,2, $21.49 , $-   ,46965
107030-756,05/01/2021,2, $17.98 , $-   ,45833
107030-757,06/06/2021,3, $26.97 , $-   ,20583
107030-758,18/06/2022,3, $33.99 , $-   ,18385
107030-776,06/04/2021,1, $10.63 , $1.88 ,29595
107031-759,11/09/2021,1, $8.99 , $-   ,3238
107031-760,09/05/2022,2, $13.98 , $-   ,41387
107031-761,18/12/2023,2, $11.98 , $-   ,42096
107031-762,22/11/2022,1, $6.99 , $-   ,28077
107031-763,17/08/2022,1, $6.99 , $-   ,46410
107031-764,20/12/2022,1, $5.99 , $-   ,7424
107031-765,16/03/2021,1, $5.99 , $-   ,12797
107031-766,18/08/2022,1, $5.99 , $-   ,9790
107031-767,18/05/2021,1, $5.99 , $-   ,19460
107031-768,28/03/2021,1, $8.99 , $-   ,26951
107031-769,13/09/2021,2, $47.98 , $-   ,39318
107031-770,23/06/2022,1, $12.50 , $-   ,11597
107031-771,16/12/2022,1, $35.84 , $-   ,44456
107031-772,22/02/2022,1, $8.99 , $-   ,148
107031-773,12/01/2022,1, $23.99 , $-   ,46867
107031-774,12/08/2021,1, $12.50 , $-   ,20920
107031-775,26/11/2023,1, $8.99 , $-   ,50956
107031-777,28/06/2022,1, $8.99 , $-   ,40734
107031-778,12/07/2022,2, $25.00 , $-   ,8544
107031-779,13/05/2021,1, $16.99 , $-   ,16607
107031-780,23/05/2022,1, $16.99 , $-   ,26037
107031-781,22/09/2021,1, $8.99 , $-   ,9615
107031-782,29/12/2021,1, $22.99 , $-   ,31156
107031-783,12/01/2023,1, $8.99 , $-   ,23297
107031-784,23/05/2021,1, $9.50 , $-   ,34673
107031-785,11/11/2022,1, $9.50 , $-   ,6376
107031-786,09/07/2022,1, $9.50 , $-   ,14225
107031-787,30/09/2022,1, $9.50 , $-   ,2207
107031-788,30/11/2022,1, $8.55 , $0.95 ,43071
107031-789,08/10/2023,1, $9.50 , $-   ,9576
107031-790,15/08/2021,1, $9.50 , $-   ,13467
107031-791,04/11/2021,2, $17.10 , $1.90 ,28005
107031-792,14/07/2022,1, $9.50 , $-   ,26500
107031-793,25/02/2023,1, $9.50 , $-   ,33629
107031-794,22/04/2022,1, $9.50 , $-   ,20737
107031-795,11/08/2022,1, $9.50 , $-   ,23112
107031-796,01/07/2022,1, $9.50 , $-   ,9334
107031-797,31/08/2021,1, $9.50 , $-   ,41523
107031-798,12/08/2023,1, $9.50 , $-   ,35163
107031-799,01/06/2021,1, $9.50 , $-   ,43102
107031-800,20/09/2023,1, $21.50 , $-   ,42161
107031-801,20/03/2021,1, $21.50 , $-   ,28340
107031-802,22/08/2023,1, $8.99 , $-   ,46863
107031-803,16/02/2022,1, $8.99 , $-   ,37150
107031-804,12/02/2023,1, $12.50 , $-   ,45068
107031-805,22/08/2021,1, $8.99 , $-   ,14573
107031-806,05/02/2021,1, $21.50 , $-   ,811
107031-807,11/03/2021,1, $21.50 , $-   ,25438
107031-808,19/04/2023,1, $8.99 , $-   ,842
107031-809,03/09/2021,1, $8.99 , $-   ,6740
107031-810,04/11/2022,1, $8.99 , $-   ,38388
107031-811,11/08/2022,1, $8.99 , $-   ,18008
107031-812,05/05/2021,1, $21.50 , $-   ,19128
107031-813,27/01/2022,1, $21.50 , $-   ,25588
107031-814,13/03/2021,1, $12.50 , $-   ,48946
107031-815,14/04/2023,2, $17.98 , $-   ,7256
107031-816,26/02/2022,1, $8.99 , $-   ,4336
107031-817,10/07/2023,1, $21.50 , $-   ,45749
107031-818,24/01/2023,1, $8.99 , $-   ,40871
107031-819,19/01/2021,2, $43.00 , $-   ,43760
107031-820,19/07/2021,1, $8.99 , $-   ,32473
107031-821,01/01/2023,1, $20.43 , $1.08 ,24730
107031-822,28/02/2022,2, $43.00 , $-   ,35699
107031-823,19/03/2021,1, $8.99 , $-   ,45482
107031-824,10/02/2023,1, $12.50 , $-   ,24756
107031-825,21/01/2021,1, $20.43 , $1.08 ,22907
107031-826,16/12/2023,1, $21.50 , $-   ,17434
107031-827,21/12/2023,1, $20.43 , $1.08 ,24304
107031-828,03/05/2023,1, $21.50 , $-   ,1572
107031-829,05/09/2021,1, $8.99 , $-   ,9149
107031-830,21/08/2023,1, $8.99 , $-   ,19261
107031-831,04/08/2021,1, $20.43 , $1.08 ,21524
107031-832,18/05/2022,1, $8.99 , $-   ,19531
107031-833,13/02/2021,1, $21.50 , $-   ,40143
107031-834,09/03/2023,1, $8.99 , $-   ,9492
107031-835,20/12/2021,1, $21.50 , $-   ,18111
107031-836,20/12/2023,1, $20.43 , $1.08 ,2077
107031-837,15/10/2023,1, $12.50 , $-   ,38396
107031-838,28/04/2023,1, $11.99 , $-   ,41888
107031-839,16/07/2022,1, $11.99 , $-   ,15177
107031-840,13/01/2022,2, $23.98 , $-   ,15077
107031-841,23/11/2021,1, $11.99 , $-   ,20443
107031-842,14/01/2021,2, $23.98 , $-   ,47399
107031-843,19/05/2022,4, $48.47 , $-   ,22410
107031-844,10/09/2023,4, $70.49 , $-   ,15710
107031-845,31/08/2021,3, $39.48 , $-   ,15813
107031-846,09/12/2021,2, $16.54 , $0.95 ,7005
107031-847,13/12/2021,2, $14.98 , $-   ,23851
107031-848,14/04/2022,2, $17.98 , $-   ,48857
107031-849,26/07/2021,3, $54.97 , $-   ,658
107031-850,15/01/2021,2, $21.49 , $-   ,41169
107031-851,04/03/2021,2, $19.00 , $-   ,2181
107031-852,08/11/2021,2, $19.00 , $-   ,35759
107031-853,20/07/2023,1, $9.50 , $-   ,16676
107031-854,10/07/2022,4, $36.10 , $1.90 ,25273
107031-907,18/08/2021,1, $10.63 , $1.88 ,21631
107032-855,23/03/2021,1, $5.99 , $-   ,37911
107032-856,01/03/2022,2, $11.98 , $-   ,48841
107032-857,02/03/2021,1, $10.99 , $-   ,26263
107032-858,09/07/2023,1, $5.99 , $-   ,5637
107032-859,13/09/2023,1, $8.99 , $-   ,48256
107032-860,05/02/2022,2, $11.98 , $-   ,1807
107032-861,07/07/2021,2, $17.98 , $-   ,43487
107032-862,11/01/2022,1, $12.50 , $-   ,15693
107032-863,30/04/2023,1, $12.50 , $-   ,51675
107032-864,18/07/2022,1, $8.99 , $-   ,7621
107032-865,26/06/2021,1, $8.99 , $-   ,52562
107032-866,01/06/2023,1, $13.46 , $-   ,45917
107032-867,28/06/2022,1, $8.99 , $-   ,23029
107032-868,10/09/2021,2, $21.25 , $3.75 ,24000
107032-869,27/06/2023,1, $12.50 , $-   ,13077
107032-870,26/02/2023,1, $12.50 , $-   ,13195
107032-871,09/11/2021,1, $35.84 , $-   ,48279
107032-872,14/03/2021,2, $17.98 , $-   ,27330
107032-873,15/03/2022,1, $8.99 , $-   ,26433
107032-874,28/08/2023,1, $8.99 , $-   ,31923
107032-875,27/04/2022,2, $17.98 , $-   ,15003
107032-876,19/08/2021,1, $8.99 , $-   ,18864
107032-877,02/02/2022,1, $8.99 , $-   ,28353
107032-878,09/10/2022,1, $9.50 , $-   ,11752
107032-879,26/05/2021,1, $9.50 , $-   ,42023
107032-880,28/01/2022,2, $19.00 , $-   ,14950
107032-881,02/02/2022,1, $9.50 , $-   ,16902
107032-882,22/12/2023,1, $9.50 , $-   ,33252
107032-883,05/04/2023,1, $9.50 , $-   ,21215
107032-884,17/12/2023,1, $9.50 , $-   ,15531
107032-885,01/03/2023,1, $8.99 , $-   ,13302
107032-886,12/12/2021,1, $8.99 , $-   ,20018
107032-887,22/02/2023,1, $8.99 , $-   ,23268
107032-888,19/04/2021,1, $21.50 , $-   ,26767
107032-889,02/06/2022,2, $17.98 , $-   ,29547
107032-890,04/05/2023,1, $8.99 , $-   ,5129
107032-891,28/09/2022,1, $21.50 , $-   ,38857
107032-892,17/02/2022,1, $21.50 , $-   ,52428
107032-893,27/10/2022,2, $43.00 , $-   ,51454
107032-894,17/07/2022,1, $8.99 , $-   ,35163
107032-895,31/03/2021,1, $21.50 , $-   ,36815
107032-896,03/07/2022,1, $21.50 , $-   ,34448
107032-897,28/04/2022,2, $17.98 , $-   ,38512
107032-898,25/01/2022,2, $43.00 , $-   ,49005
107032-899,26/12/2021,1, $20.43 , $1.08 ,33402
107032-900,28/10/2022,1, $21.50 , $-   ,50416
107032-901,28/11/2023,2, $17.98 , $-   ,11214
107032-902,29/04/2023,1, $11.99 , $-   ,4669
107032-903,16/05/2023,1, $11.99 , $-   ,37925
107032-904,23/02/2021,1, $11.99 , $-   ,46654
107032-905,25/03/2023,1, $11.99 , $-   ,8806
107032-906,12/03/2022,2, $13.98 , $-   ,12583
107032-907,16/01/2023,1, $8.99 , $-   ,11030
107032-908,05/04/2022,2, $17.98 , $-   ,31508
107032-909,04/07/2021,2, $21.49 , $-   ,1097
107032-910,07/02/2023,3, $41.99 , $-   ,44375
107032-914,29/06/2023,1, $10.63 , $1.88 ,4030
107033-911,17/07/2022,1, $8.99 , $-   ,2421
107033-912,27/04/2021,1, $12.50 , $-   ,39934
107033-913,12/10/2023,1, $12.50 , $-   ,38326
107033-915,05/04/2021,1, $27.99 , $-   ,2874
107033-916,13/05/2023,1, $10.63 , $1.88 ,4145
107033-917,28/04/2022,1, $12.50 , $-   ,29679
107033-918,12/12/2022,1, $8.99 , $-   ,27698
107033-919,08/05/2022,1, $8.99 , $-   ,51680
107033-920,05/03/2021,1, $16.99 , $-   ,4067
107033-921,25/11/2022,1, $22.99 , $-   ,38356
107033-922,28/09/2021,1, $8.99 , $-   ,29291
107033-923,27/09/2022,1, $22.99 , $-   ,15412
107033-924,10/12/2022,1, $22.99 , $-   ,40710
107033-925,14/09/2022,1, $8.99 , $-   ,52405
107033-926,12/09/2021,1, $8.99 , $-   ,15274
107033-927,19/12/2023,1, $8.99 , $-   ,11782
107033-928,27/01/2021,1, $22.99 , $-   ,47441
107033-929,19/02/2022,1, $8.99 , $-   ,6211
107033-930,20/08/2023,1, $8.99 , $-   ,41472
107033-931,03/07/2021,1, $22.99 , $-   ,42191
107033-932,31/03/2023,1, $9.50 , $-   ,6003
107033-933,14/04/2022,1, $9.50 , $-   ,29087
107033-934,04/10/2023,1, $9.50 , $-   ,9987
107033-935,19/03/2022,2, $19.00 , $-   ,43571
107033-936,01/06/2023,1, $8.99 , $-   ,25600
107033-937,05/02/2021,1, $8.99 , $-   ,16529
107033-938,22/10/2021,2, $17.98 , $-   ,37886
107033-939,11/09/2021,1, $8.99 , $-   ,20787
107033-940,01/04/2022,1, $8.99 , $-   ,33195
107033-941,25/12/2021,1, $8.99 , $-   ,507
107033-942,07/01/2022,1, $8.99 , $-   ,45558
107033-943,30/12/2022,1, $12.50 , $-   ,41474
107033-944,11/08/2022,1, $21.50 , $-   ,10984
107033-945,30/07/2021,1, $21.50 , $-   ,6276
107033-946,12/07/2021,1, $8.99 , $-   ,47738
107033-947,19/09/2022,1, $21.50 , $-   ,39084
107033-948,31/12/2021,1, $8.99 , $-   ,18938
107033-949,14/09/2022,1, $21.50 , $-   ,41827
107033-950,26/11/2021,1, $21.50 , $-   ,11623
107033-951,18/06/2021,1, $21.50 , $-   ,33089
107033-952,16/08/2023,1, $11.99 , $-   ,26174
107033-953,16/11/2022,1, $11.99 , $-   ,21713
107033-954,23/05/2022,1, $8.99 , $-   ,3651
107033-955,22/10/2023,6, $107.47 , $-   ,9777
107033-956,04/06/2022,3, $50.20 , $7.79 ,36866
107033-957,16/07/2022,2, $32.49 , $-   ,9001
107033-958,26/04/2023,3, $27.99 , $-   ,133
107033-959,03/02/2021,2, $29.93 , $1.08 ,35451
107033-960,26/11/2021,1, $8.99 , $-   ,50609
107033-961,29/05/2021,2, $21.49 , $-   ,27871
107033-962,19/04/2021,3, $48.97 , $-   ,6026
107033-974,12/12/2021,1, $10.63 , $1.88 ,37555
107034-1000,07/06/2022,1, $8.99 , $-   ,46871
107034-1001,08/05/2023,1, $20.43 , $1.08 ,21849
107034-1002,14/11/2021,1, $8.99 , $-   ,42355
107034-1003,15/03/2022,1, $8.99 , $-   ,47051
107034-1004,03/07/2023,2, $17.98 , $-   ,12540
107034-1005,09/09/2022,1, $8.99 , $-   ,49392
107034-1006,01/01/2023,2, $17.98 , $-   ,33110
107034-1007,25/09/2022,1, $21.50 , $-   ,12500
107034-1008,20/10/2022,1, $21.50 , $-   ,36646
107034-1009,11/09/2023,1, $8.99 , $-   ,23174
107034-1010,05/12/2021,1, $11.99 , $-   ,12767
